🕘️更新时间,#genre#
热星音乐菌,https://douyu.tzk.cc.cd/?id=8405922
热星音乐菌,http://live.nctv.top/douyu1.php?id=8405922
热星音乐菌,http://iptv77.iptv66.eu.org:35455/douyu/8405922
蚕豆电台,https://douyu.tzk.cc.cd/?id=8768792
蚕豆电台,http://live.nctv.top/douyu1.php?id=8768792
蚕豆电台,http://iptv77.iptv66.eu.org:35455/douyu/8768792
音乐现场,http://wan1.tangwudi.cc:47859/udp/239.94.1.36:5140
戏曲精选,http://wan1.tangwudi.cc:47859/udp/239.94.1.37:5140
热门综艺,http://wan1.tangwudi.cc:47859/udp/239.94.1.35:5140
刘德华今日演唱会1-3,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d5752d2b128a010370019981d8805d_258.mp4
刘德华今日演唱会2-3,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d575b81a468c4f0370019981d7590e_258.mp4
刘德华今日演唱会3-3,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d576391a55d74f0370019981d9b2f3_258.mp4
湾区升明月2025大湾区电影音乐晚会,https://vip.dytt-kan.com/20251002/7177_2723ad49/index.m3u8
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4
S H E《2014 世界巡回演唱会 台北站 完整版》,https://vd2.bdstatic.com/mda-nmtebs1e731y7hfu/576p/h264/1672223127459067725/mda-nmtebs1e731y7hfu.mp4
S H E《2018 十七周年台北演唱会 完整版》,https://vd2.bdstatic.com/mda-nmtfbgevwx16brb0/576p/h264/1672224992649095576/mda-nmtfbgevwx16brb0.mp4
S H E《4EVER世界巡回演唱会 完整版》珍藏版,https://vd3.bdstatic.com/mda-nmkefmyd0arci215/576p/h264/1671618057578437373/mda-nmkefmyd0arci215.mp4
刘若英合集,https://vd4.bdstatic.com/mda-paj1zjmiy8f0u7e9/sc/cae_h264/1674182802321283228/mda-paj1zjmiy8f0u7e9.mp4
云菲菲40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207287179922382380_hlsb.m3u8
孟庭苇,https://vd4.bdstatic.com/mda-pah0g785da3bd8cg/hd/cae_h264/1674003403215729852/mda-pah0g785da3bd8cg.mp4

📡辽宁频道,#genre#
辽宁卫视,http://fn.gcl.de5.net:5908/gsh950428/630291707
辽宁卫视,http://lihetl.com:9527/rtp/232.0.0.144:9108
辽宁卫视,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.126:1234
辽宁卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnwshd
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
辽宁卫视,http://223.10.214.111:6000/rtp/239.1.1.42:8042
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=f8d749ac7ad7ea324f1048b26156df91&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
辽宁卫视,http://58.62.234.243:10000/rtp/239.77.1.103:5146
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://fuxin.yunjifei.top:999/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁都市,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnds
辽宁都市,http://lihetl.com:9527/rtp/232.0.0.42:8856
辽宁都市,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.154:1234
辽宁都市,http://107.150.60.122/live/lnds.m3u8
辽宁都市,http://fuxin.yunjifei.top:999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁体育休闲,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnty
辽宁体育休闲,http://lihetl.com:9527/rtp/232.0.0.66:8820
辽宁体育休闲,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.164:1234
辽宁体育休闲,http://107.150.60.122/live/lnty.m3u8
辽宁体育休闲,http://fuxin.yunjifei.top:999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁影视剧,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnys
辽宁影视剧,http://fn.gcl.de5.net:5908/gsh950428/962067517
辽宁影视剧,http://lihetl.com:9527/rtp/232.0.0.97:8534
辽宁影视剧,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.25:1234
辽宁影视剧,http://107.150.60.122/live/lnys.m3u8
辽宁影视剧,http://fuxin.yunjifei.top:999/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁经济,http://lihetl.com:9527/rtp/232.0.0.155:9320
辽宁经济,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.156:1234
辽宁经济,http://fuxin.yunjifei.top:999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁公共,http://fn.gcl.de5.net:5908/gsh950428/962045223
辽宁公共,http://lihetl.com:9527/rtp/232.0.0.156:9322
辽宁公共,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.168:1234
辽宁公共,http://fuxin.yunjifei.top:999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁移动电视,http://lihetl.com:9527/rtp/232.0.0.167:9338
辽宁移动电视,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.165:1234
辽宁移动电视,http://fuxin.yunjifei.top:999/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁北方,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnbf
辽宁北方,http://lihetl.com:9527/rtp/232.0.0.211:9240
辽宁北方,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.151:1234
辽宁北方,http://107.150.60.122/live/lnbf.m3u8
辽宁北方,http://fuxin.yunjifei.top:999/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁生活,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnsh
辽宁生活,http://fn.gcl.de5.net:5908/gsh950428/962045226
辽宁生活,http://lihetl.com:9527/rtp/232.0.0.212:9242
辽宁生活,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.150:1234
辽宁生活,http://107.150.60.122/live/lnsh.m3u8
辽宁生活,http://fuxin.yunjifei.top:999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁教育青少,http://lihetl.com:9527/rtp/232.0.0.230:9356
辽宁教育青少,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.241:1234
辽宁教育青少,http://fuxin.yunjifei.top:999/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁丹东新闻,http://lihetl.com:9527/rtp/232.0.0.251:9162
辽宁丹东生活,http://lihetl.com:9527/rtp/232.0.0.252:9164
辽宁铁岭新闻,http://lihetl.com:9527/rtp/232.0.0.240:9280
辽宁铁岭生活,http://lihetl.com:9527/rtp/232.0.0.241:9282
辽宁朝阳新闻,http://lihetl.com:9527/rtp/232.0.0.243:9126
辽宁朝阳教育,http://lihetl.com:9527/rtp/232.0.0.244:9128
辽宁本溪综合,http://lihetl.com:9527/rtp/232.0.0.157:9324
辽宁本溪法治,http://lihetl.com:9527/rtp/232.0.0.158:9326
辽宁辽阳新闻,http://lihetl.com:9527/rtp/232.0.0.249:9140
辽宁辽阳生活,http://lihetl.com:9527/rtp/232.0.0.250:9000
辽宁阜新教育,http://lihetl.com:9527/rtp/232.0.0.248:9138
辽宁阜新综合,http://lihetl.com:9527/rtp/232.0.0.246:9134
辽宁阜新新闻综合,http://lihetl.com:9527/rtp/232.0.0.249:9140
辽宁阜新社会生活,http://lihetl.com:9527/rtp/232.0.0.250:9000
辽宁葫岛生活服务,http://lihetl.com:9527/rtp/232.0.0.239:9262
辽宁葫岛新闻综合,http://lihetl.com:9527/rtp/232.0.0.238:9260
辽宁沈阳新闻,http://lihetl.com:9527/rtp/232.0.0.227:9276
辽宁沈阳新闻,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.206:1234
辽宁沈阳新闻,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.142:1234
抚顺综合,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.253:1234
抚顺教育,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.254:1234
盘锦都市,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.183:1234
盘锦新闻,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.120:1234
辽河新闻综合,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.214:1234
辽河文化生活,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.215:1234
锦州新闻综合,http://srs.beijihainews.com.cn/video/jinzhou1/index.m3u8
锦州教育,http://srs.beijihainews.com.cn/video/jinzhou2/index.m3u8
东方财经,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.224:1234
爱上4K华数,http://lihetl.com:9527/rtp/232.0.0.104:8632
爱上4K华数,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.187:1234
欢笑剧场4K,http://wan1.tangwudi.cc:47859/udp/239.94.1.176:5140
欢笑剧场4K,http://lihetl.com:9527/rtp/232.0.0.150:9160
欢笑剧场4K,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.98:1234
欢笑剧场4K,http://39.152.103.17:8089/tsfile/live/1069_1.m3u8
华数精选,http://lihetl.com:9527/rtp/232.0.0.102:8888
华数精选,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.102:1234
中国天气,http://thhomes.cn:4000/rtp/239.3.1.165:8001
中国天气,http://wan1.tangwudi.cc:47859/udp/239.94.1.167:5140
中国天气,http://fn.gcl.de5.net:5908/gsh950428/959986621
中国天气,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.144:1234
中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=4a1e900ecad5a3bbb14a1f5986ac5e2e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
中国天气,http://223.10.214.111:6000/rtp/239.1.1.107:8107
中国天气,http://58.62.234.243:10000/rtp/239.77.1.2:5146
财富天下,http://wan1.tangwudi.cc:47859/udp/239.94.1.67:5140
财富天下,http://wan1.tangwudi.cc:47859/udp/239.94.1.42:5140
财富天下,http://r.xace.fun:4999/rtp/239.3.1.53:9136
财富天下,http://fn.gcl.de5.net:5908/gsh950428/956923159
财富天下,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.147:1234
都市剧场,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
都市剧场,http://lihetl.com:9527/rtp/232.0.0.143:9310
都市剧场,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.149:1234
都市剧场,http://223.10.214.111:6000/rtp/239.1.1.81:8081
都市剧场,http://116.228.170.214:9003/hls/22/index.m3u8
怀旧电影,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.48:1234
文物宝库,http://lihetl.com:9527/rtp/232.0.0.217:9252
文物宝库,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.245:1234
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
书画频道,http://lihetl.com:9527/rtp/232.0.0.222:9266
书画频道,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.251:1234
国学频道,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxpd
国学频道,http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub
国学频道,http://lihetl.com:9527/rtp/232.0.0.221:9264
国学频道,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.249:1234
国学频道,http://58.62.234.243:10000/rtp/239.77.0.226:5146
梨园频道,http://wan1.tangwudi.cc:47859/udp/239.94.1.16:5140
梨园频道,http://wan1.tangwudi.cc:47859/udp/239.94.2.227:5140
梨园频道,http://fn.gcl.de5.net:5908/gsh950428/961930369
梨园频道,http://lihetl.com:9527/rtp/232.0.0.219:9256
梨园频道,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.247:1234
武术世界,http://fn.gcl.de5.net:5908/gsh950428/958475359
武术世界,http://lihetl.com:9527/rtp/232.0.0.223:9268
武术世界,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.252:1234
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
中华特产,http://fn.gcl.de5.net:5908/gsh950428/959986618
中华特产,http://lihetl.com:9527/rtp/232.0.0.247:9136
中华特产,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.89:1234
生活时尚,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub
生活时尚,http://wan1.tangwudi.cc:47859/udp/239.94.1.146:5140
生活时尚,http://wan1.tangwudi.cc:47859/udp/239.94.1.40:5140
生活时尚,http://wan1.tangwudi.cc:47859/udp/239.94.2.233:5140
生活时尚,http://lihetl.com:9527/rtp/232.0.0.125:9296
生活时尚,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.107:1234
生活时尚,http://223.10.214.111:6000/rtp/239.1.1.76:8076
游戏风云,http://wan1.tangwudi.cc:47859/udp/239.94.1.46:5140
游戏风云,http://wan1.tangwudi.cc:47859/udp/239.94.2.235:5140
游戏风云,http://lihetl.com:9527/rtp/232.0.0.139:9302
游戏风云,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.127:1234
游戏风云,http://223.10.214.111:6000/rtp/239.1.1.83:8083
金色学堂,http://wan1.tangwudi.cc:47859/udp/239.94.1.165:5140
金色学堂,http://lihetl.com:9527/rtp/232.0.0.141:9306
金色学堂,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.133:1234
金色学堂,http://223.10.214.111:6000/rtp/239.1.1.82:8082
法治天地,http://wan1.tangwudi.cc:47859/udp/239.94.1.166:5140
法治天地,http://lihetl.com:9527/rtp/232.0.0.142:9308
法治天地,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.134:1234
生态环境,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.113:1234
乐游,http://wan1.tangwudi.cc:47859/udp/239.94.1.164:5140
乐游,http://lihetl.com:9527/rtp/232.0.0.126:9298
乐游,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.108:1234
乐游,http://223.10.214.111:6000/rtp/239.1.1.84:8084
收视指南,http://wan1.tangwudi.cc:47859/udp/239.94.1.56:5140
魅力时尚,http://wan1.tangwudi.cc:47859/udp/239.94.1.39:5140
求索记录,http://wan1.tangwudi.cc:47859/udp/239.94.1.142:5140
家庭理财,http://lihetl.com:9527/rtp/232.0.0.197:9212
家庭理财,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.39:1234
谍战剧场,http://wan1.tangwudi.cc:47859/udp/239.94.1.28:5140
谍战剧场,http://lihetl.com:9527/rtp/232.0.0.53:8754
谍战剧场,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.203:1234
四海钓鱼,http://fn.gcl.de5.net:5908/gsh950428/637444975
四海钓鱼,http://lihetl.com:9527/rtp/232.0.0.56:8692
四海钓鱼,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.66:1234
快乐垂钓,http://thhomes.cn:4000/rtp/239.3.1.164:8001
快乐垂钓,http://wan1.tangwudi.cc:47859/udp/239.94.1.153:5140
快乐垂钓,http://fn.gcl.de5.net:5908/gsh950428/961930263
快乐垂钓,http://lihetl.com:9527/rtp/232.0.0.214:9246
快乐垂钓,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.242:1234
快乐垂钓,https://api.ggiptv.com/v/hunantv.php?id=218
快乐垂钓,http://223.10.214.111:6000/rtp/239.1.1.86:8086
快乐垂钓,http://58.62.234.243:10000/rtp/239.77.0.145:5146
精彩导视,http://wan1.tangwudi.cc:47859/udp/239.94.1.63:5140
IPTV3+(轮播),http://lihetl.com:9527/rtp/232.0.0.118:8870
IPTV3+(轮播),http://fb4wd00001.f3322.net:1111/rtp/232.0.0.118:1234
IPTV5+(轮播),http://lihetl.com:9527/rtp/232.0.0.119:8872
IPTV5+(轮播),http://fb4wd00001.f3322.net:1111/rtp/232.0.0.119:1234
IPTV足球,http://lihetl.com:9527/rtp/232.0.0.91:8746
IPTV足球,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.213:1234
新动漫,http://fn.gcl.de5.net:5908/gsh950428/961930269
新动漫,http://lihetl.com:9527/rtp/232.0.0.153:9316
新动漫,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.36:1234
动漫秀场,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
动漫秀场,http://wan1.tangwudi.cc:47859/udp/239.94.1.171:5140
动漫秀场,http://lihetl.com:9527/rtp/232.0.0.140:9304
动漫秀场,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.128:1234
动漫秀场,http://223.10.214.111:6000/rtp/239.1.1.80:8080
动漫秀场,http://116.228.170.214:9003/hls/21/index.m3u8
金鹰纪实,http://thhomes.cn:4000/rtp/239.3.1.58:8156
金鹰纪实,http://wan1.tangwudi.cc:47859/udp/239.94.1.1:5140
金鹰纪实,http://wan1.tangwudi.cc:47859/udp/239.94.2.223:5140
金鹰纪实,http://lihetl.com:9527/rtp/232.0.0.186:9190
金鹰纪实,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.163:1234
金鹰纪实,https://api.ggiptv.com/v/hunantv.php?id=316
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=39c14c1420dbb152d037b2b1cc17c175&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,http://223.10.214.111:6000/rtp/239.1.1.63:8063
金鹰纪实,http://58.62.234.243:10000/rtp/239.77.0.160:5146
金鹰卡通,http://thhomes.cn:4000/rtp/239.3.1.51:9252
金鹰卡通,http://lihetl.com:9527/rtp/232.0.0.181:9180
金鹰卡通,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.90:1234
金鹰卡通,http://hongzhijiaoyu.net:8188/udp/239.77.0.164:5146
金鹰卡通,http://58.62.234.243:10000/rtp/239.77.0.164:5146
金鹰卡通,http://fuxin.yunjifei.top:999/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://223.10.214.111:6000/rtp/239.1.1.61:8061
金鹰卡通,https://live.264788.xyz/channel/jinyingkatong?streamid=790415358c6e852c799a2352d86cd719&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
北京卡酷少儿,http://38.75.136.137:98/gslb/dsdqpub/btvkk.m3u8?auth=testpub
北京卡酷少儿,http://thhomes.cn:4000/rtp/239.3.1.189:8000
北京卡酷少儿,http://wan1.tangwudi.cc:47859/udp/239.94.1.29:5140
北京卡酷少儿,http://wan1.tangwudi.cc:47859/udp/239.94.2.230:5140
北京卡酷少儿,http://lihetl.com:9527/rtp/232.0.0.199:9216
北京卡酷少儿,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.54:1234
北京卡酷少儿,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.57:1234
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8
北京卡酷少儿,https://live.264788.xyz/channel/kakushaoer?streamid=f6f34f478523a4a98d075253b716da80&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
北京卡酷少儿,http://58.62.234.243:10000/rtp/239.77.0.79:5146
嘉佳卡通,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdjjkt
嘉佳卡通,http://thhomes.cn:4000/rtp/239.3.1.147:9268
嘉佳卡通,http://fn.gcl.de5.net:5908/gsh950428/614952364
嘉佳卡通,http://lihetl.com:9527/rtp/232.0.0.180:9178
嘉佳卡通,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.157:1234
嘉佳卡通,http://58.62.234.243:10000/rtp/239.77.0.179:5146
嘉佳卡通,http://223.10.214.111:6000/rtp/239.1.1.68:8068
嘉佳卡通,http://hongzhijiaoyu.net:8188/udp/239.77.0.179:5146
优漫卡通,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ymkt
优漫卡通,http://38.75.136.137:98/gslb/dsdqpub/ymkt.m3u8?auth=testpub
优漫卡通,http://fn.gcl.de5.net:5908/gsh950428/626064703
优漫卡通,http://lihetl.com:9527/rtp/232.0.0.182:9182
优漫卡通,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.159:1234
优漫卡通,http://hongzhijiaoyu.net:8188/udp/239.77.0.222:5146
优漫卡通,http://fuxin.yunjifei.top:999/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://58.62.234.243:10000/rtp/239.77.0.222:5146
优漫卡通,http://223.10.214.111:6000/rtp/239.1.1.72:8072
炫动卡通,http://lihetl.com:9527/rtp/232.0.0.103:8636
优优宝贝,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.100:1234
少儿动画,http://wan1.tangwudi.cc:47859/udp/239.94.1.33:5140
经典动画大集合,http://fn.gcl.de5.net:5908/gsh950428/629942219
宝宝动画,http://wan1.tangwudi.cc:47859/udp/239.94.1.32:5140
少儿天地,http://wan1.tangwudi.cc:47859/udp/239.94.1.138:5140
广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub
广东少儿,http://hongzhijiaoyu.net:8188/udp/239.77.0.250:5146
华数少儿,http://hongzhijiaoyu.net:8188/udp/239.77.0.109:5146
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
青春动漫,http://wan1.tangwudi.cc:47859/udp/239.94.1.34:5140
优购物,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.250:1234
辽宁宜佳购物,http://lihetl.com:9527/rtp/232.0.0.21:8838
聚鲨环球精选,http://r.xace.fun:4999/rtp/239.3.1.160:8001
聚鲨环球精选,http://r.xace.fun:4999/rtp/239.3.1.179:8001
聚鲨环球精选,http://lihetl.com:9527/rtp/232.0.0.193:9204
央广购物,http://lihetl.com:9527/rtp/232.0.0.229:9284
央广购物,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.240:1234

☘️央视频道,#genre#
CCTV-1,http://fn.gcl.de5.net:5908/gsh950428/608807420
CCTV-1,http://lihetl.com:9527/rtp/232.0.0.27:8808
CCTV-1,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.27:1234
CCTV-1,http://107.150.60.122/live/cctv1hd.m3u8
CCTV-1,http://223.10.214.111:6000/rtp/239.1.1.7:8007
CCTV-1,https://live.264788.xyz/channel/cctv1?streamid=cccb6b9cad34d95eaf06a39fcf6acd9e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-1,http://fuxin.yunjifei.top:999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://58.62.234.243:10000/rtp/239.77.0.86:5146
CCTV-1,http://116.228.170.214:9003/hls/1/index.m3u8
CCTV-1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-2,http://fn.gcl.de5.net:5908/gsh950428/631780532
CCTV-2,http://lihetl.com:9527/rtp/232.0.0.132:9144
CCTV-2,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.135:1234
CCTV-2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-2,https://live.264788.xyz/channel/cctv2?streamid=383d98765abf4549a5a799274f495f00&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-2,http://107.150.60.122/live/cctv2hd.m3u8
CCTV-2,http://223.10.214.111:6000/rtp/239.1.1.8:8008
CCTV-2,http://58.62.234.243:10000/rtp/239.77.0.137:5146
CCTV-2,http://fuxin.yunjifei.top:999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://116.228.170.214:9003/hls/2/index.m3u8
CCTV-3,http://fn.gcl.de5.net:5908/gsh950428/624878271
CCTV-3,http://lihetl.com:9527/rtp/232.0.0.198:9214
CCTV-3,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.15:1234
CCTV-3,http://107.150.60.122/live/cctv3hd.m3u8
CCTV-3,https://live.264788.xyz/channel/cctv3?streamid=2732ee7572f54fe1c1e6af80a49a6786&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-3,http://223.10.214.111:6000/rtp/239.1.1.9:8009
CCTV-3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV-3,http://58.62.234.243:10000/rtp/239.77.0.169:5146
CCTV-3,http://fuxin.yunjifei.top:999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://116.228.170.214:9003/hls/3/index.m3u8
CCTV-4,http://fn.gcl.de5.net:5908/gsh950428/631780421
CCTV-4,http://lihetl.com:9527/rtp/232.0.0.148:9142
CCTV-4,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.201:1234
