# 这是接口或订阅源的白名单，白名单内的接口或订阅源获取的接口将不会参与测速，优先排序至结果最前。
# 填写频道名称会直接保留该记录至最终结果，如：CCTV-1,接口地址，只填写接口地址则对所有频道生效，多条记录换行输入。
# This is the whitelist of the interface or subscription source. The interface in the whitelist or the interface obtained by the subscription source will not participate in the speed measurement and will be prioritized in the result.
# Filling in the channel name will directly retain the record to the final result, such as: CCTV-1,url, only fill in the interface address will be effective for all channels, multiple records newline input.



🎵音乐频道,#genre#
熊猫1,http://fn.gcl.de5.net:5908/gsh950428/608933610
熊猫2,http://fn.gcl.de5.net:5908/gsh950428/608933640
熊猫3,http://fn.gcl.de5.net:5908/gsh950428/608934619
熊猫4,http://fn.gcl.de5.net:5908/gsh950428/608934721
熊猫5,http://fn.gcl.de5.net:5908/gsh950428/608935104
熊猫6,http://fn.gcl.de5.net:5908/gsh950428/608935797
熊猫7,http://fn.gcl.de5.net:5908/gsh950428/609169286
熊猫8,http://fn.gcl.de5.net:5908/gsh950428/609169287
熊猫9,http://fn.gcl.de5.net:5908/gsh950428/609169226
熊猫10,http://fn.gcl.de5.net:5908/gsh950428/609169285


福建东南卫视,https://api.jqcykj.com/bst/?id=155
海峡卫视,https://api.jqcykj.com/bst/?id=163
厦门卫视,https://api.jqcykj.com/bst/?id=164
福建综合,https://api.jqcykj.com/bst/?id=154
福建公共,https://api.jqcykj.com/bst/?id=156
福建新闻,https://api.jqcykj.com/bst/?id=157
福建电视剧,https://api.jqcykj.com/bst/?id=158
福建经济生活,https://api.jqcykj.com/bst/?id=160
福建旅游,https://api.jqcykj.com/bst/?id=159
福建文体,https://api.jqcykj.com/bst/?id=161
福建少儿,https://api.jqcykj.com/bst/?id=162
福州福清综合,https://api.jqcykj.com/gdy/?id=fuzhoufq
福州闽侯综合,https://api.jqcykj.com/gdy/?id=fuzhoumh
泉州新闻综合,https://api.jqcykj.com/fj/qz/?id=1
泉州闽南语,https://api.jqcykj.com/fj/qz/?id=2
晋江电视台,https://live.ijjnews.com/jjtv/sd/live.m3u8
石狮电视台,https://live-new.chinashishi.net/SSTV/sd/live.m3u8
泉州泉港一套,https://api.jqcykj.com/gdy/?id=quanzhouqg
泉州永春综合,https://api.jqcykj.com/gdy/?id=quanzhoayn
泉州永春公共,https://api.jqcykj.com/gdy/?id=quanzhoayngg
德化综合,https://play.cmptp.fjgdwl.com/live/63a563ec75764af588f3215b0afa2588.m3u8
厦门集美综合,https://api.jqcykj.com/gdy/?id=xiamenjm
三明永安综合,https://api.jqcykj.com/gdy/?id=sanmingya
三明沙县综合,https://api.jqcykj.com/gdy/?id=sanmingxs
三明尤溪综合,https://api.jqcykj.com/gdy/?id=sanmingyx
平潭新闻综合,https://api.jqcykj.com/gdy/?id=pingtanxwzh
平潭旅游文化,https://api.jqcykj.com/gdy/?id=pingtanly



🐹辽宁组播,#genre#
辽宁卫视,http://lihetl.com:9527/rtp/232.0.0.144:9108
辽宁都市,http://lihetl.com:9527/rtp/232.0.0.42:8856
辽宁体育休闲,http://lihetl.com:9527/rtp/232.0.0.66:8820
辽宁影视剧,http://lihetl.com:9527/rtp/232.0.0.97:8534
辽宁经济,http://lihetl.com:9527/rtp/232.0.0.155:9320
辽宁公共,http://lihetl.com:9527/rtp/232.0.0.156:9322
辽宁移动电视,http://lihetl.com:9527/rtp/232.0.0.167:9338
辽宁北方,http://lihetl.com:9527/rtp/232.0.0.211:9240
辽宁生活,http://lihetl.com:9527/rtp/232.0.0.212:9242
辽宁教育青少,http://lihetl.com:9527/rtp/232.0.0.230:9356
辽宁丹东新闻,http://lihetl.com:9527/rtp/232.0.0.251:9162
辽宁丹东生活,http://lihetl.com:9527/rtp/232.0.0.252:9164
辽宁铁岭新闻,http://lihetl.com:9527/rtp/232.0.0.240:9280
辽宁铁岭生活,http://lihetl.com:9527/rtp/232.0.0.241:9282
辽宁朝阳新闻,http://lihetl.com:9527/rtp/232.0.0.243:9126
辽宁朝阳教育,http://lihetl.com:9527/rtp/232.0.0.244:9128
辽宁本溪综合,http://lihetl.com:9527/rtp/232.0.0.157:9324
辽宁本溪法治,http://lihetl.com:9527/rtp/232.0.0.158:9326
辽宁辽阳新闻,http://lihetl.com:9527/rtp/232.0.0.249:9140
辽宁辽阳生活,http://lihetl.com:9527/rtp/232.0.0.250:9000
辽宁阜新教育,http://lihetl.com:9527/rtp/232.0.0.248:9138
辽宁阜新综合,http://lihetl.com:9527/rtp/232.0.0.246:9134
辽宁阜新新闻综合,http://lihetl.com:9527/rtp/232.0.0.249:9140
辽宁阜新社会生活,http://lihetl.com:9527/rtp/232.0.0.250:9000
辽宁葫岛生活服务,http://lihetl.com:9527/rtp/232.0.0.239:9262
辽宁葫岛新闻综合,http://lihetl.com:9527/rtp/232.0.0.238:9260
辽宁沈阳新闻,http://lihetl.com:9527/rtp/232.0.0.227:9276
第一剧场,http://lihetl.com:9527/rtp/232.0.0.147:9132
怀旧剧场,http://lihetl.com:9527/rtp/232.0.0.204:9226
风云剧场,http://lihetl.com:9527/rtp/232.0.0.52:8610
风云足球,http://lihetl.com:9527/rtp/232.0.0.90:9286
风云音乐,http://lihetl.com:9527/rtp/232.0.0.108:9288
央视文化精品,http://lihetl.com:9527/rtp/232.0.0.107:8698
女性时尚,http://lihetl.com:9527/rtp/232.0.0.120:8858
兵器科技,http://lihetl.com:9527/rtp/232.0.0.121:8882
央视台球,http://lihetl.com:9527/rtp/232.0.0.122:9290
世界地理,http://lihetl.com:9527/rtp/232.0.0.123:9292
高尔夫网球,http://lihetl.com:9527/rtp/232.0.0.215:9248           
电视指南,http://lihetl.com:9527/rtp/232.0.0.162:9124
爱上4K华数,http://lihetl.com:9527/rtp/232.0.0.104:8632
欢笑剧场4K,http://lihetl.com:9527/rtp/232.0.0.150:9160
CHC家庭影院,http://lihetl.com:9527/rtp/232.0.0.177:9172           
CHC影迷电影,http://lihetl.com:9527/rtp/232.0.0.94:8668           
CHC动作电影,http://lihetl.com:9527/rtp/232.0.0.179:9176           
发现之旅,http://lihetl.com:9527/rtp/232.0.0.20:8630           
中学生,http://lihetl.com:9527/rtp/232.0.0.47:8676
环球旅游,http://lihetl.com:9527/rtp/232.0.0.29:8706           
睛彩广场舞,http://lihetl.com:9527/rtp/232.0.0.100:8684           
四海钓鱼,http://lihetl.com:9527/rtp/232.0.0.56:8692           
快乐垂钓,http://lihetl.com:9527/rtp/232.0.0.214:9246           
书画频道,http://lihetl.com:9527/rtp/232.0.0.222:9266           
老故事,http://lihetl.com:9527/rtp/232.0.0.218:9254           
文物宝库,http://lihetl.com:9527/rtp/232.0.0.217:9252           
茶频道,http://lihetl.com:9527/rtp/232.0.0.220:9258           
国学频道,http://lihetl.com:9527/rtp/232.0.0.221:9264           
梨园频道,http://lihetl.com:9527/rtp/232.0.0.219:9256           
武术世界,http://lihetl.com:9527/rtp/232.0.0.223:9268           
中华特产,http://lihetl.com:9527/rtp/232.0.0.247:9136
都市剧场,http://lihetl.com:9527/rtp/232.0.0.143:9310
生活时尚,http://lihetl.com:9527/rtp/232.0.0.125:9296
游戏风云,http://lihetl.com:9527/rtp/232.0.0.139:9302
动漫秀场,http://lihetl.com:9527/rtp/232.0.0.140:9304
金色学堂,http://lihetl.com:9527/rtp/232.0.0.141:9306
法治天地,http://lihetl.com:9527/rtp/232.0.0.142:9308
北京纪实科教,http://lihetl.com:9527/rtp/232.0.0.185:9188
金鹰纪实,http://lihetl.com:9527/rtp/232.0.0.186:9190
乐游,http://lihetl.com:9527/rtp/232.0.0.126:9298
家庭理财,http://lihetl.com:9527/rtp/232.0.0.197:9212
谍战剧场,http://lihetl.com:9527/rtp/232.0.0.53:8754
华数精选,http://lihetl.com:9527/rtp/232.0.0.102:8888
IPTV3+(轮播),http://lihetl.com:9527/rtp/232.0.0.118:8870
IPTV5+(轮播),http://lihetl.com:9527/rtp/232.0.0.119:8872
IPTV足球,http://lihetl.com:9527/rtp/232.0.0.91:8746
新动漫,http://lihetl.com:9527/rtp/232.0.0.153:9316
金鹰卡通,http://lihetl.com:9527/rtp/232.0.0.181:9180
